group,seq,event_type,stage
G7,1618,help_click,S4
G7,1619,help_click,S4
G7,1620,help_click,S4
G7,1621,help_click,S4
G7,1622,help_click,S4
G7,1623,help_click,S4
G7,1624,help_click,S4
G7,1625,help_click,S4
G7,1626,help_click,S4
G7,1627,help_click,S4
G7,1628,help_click,S4
G7,1629,help_click,S4
G7,1630,help_click,S4
G7,1631,help_click,S4
G7,1632,help_click,S4
G7,1633,help_click,S4
G7,1634,help_click,S4
G7,1635,help_click,S4
G7,1636,help_click,S4
G7,1637,help_click,S4
G7,1638,help_click,S4
G7,1639,help_click,S4
G7,1640,help_click,S4
G7,1641,help_click,S4
G7,1642,help_click,S4
G7,1643,help_click,S4
G7,1644,help_click,S4
G7,1645,help_click,S4
G7,1646,help_click,S4
G7,1647,help_click,S4
G7,1648,help_click,S4
G7,1649,help_click,S4
G7,1650,help_click,S4
G7,1651,help_click,S4
G7,1652,help_click,S4
G7,1653,help_click,S4
G7,1654,help_click,S4
G7,1655,help_click,S4
G7,1656,help_click,S4
G7,1657,help_click,S4
G7,1658,help_click,S4
G7,1659,help_click,S4
G7,1660,help_click,S4
G7,1661,help_click,S4
G7,1662,help_click,S4
G7,1663,help_click,S4
G7,1664,help_click,S4
G7,1665,help_click,S4
G7,1666,help_click,S4
G7,1667,help_click,S4
G7,1668,help_click,S4
G7,1669,help_click,S4
G7,1670,help_click,S4
G7,1671,help_click,S4
G7,1672,help_click,S4
G7,1673,help_click,S4
G7,1674,help_click,S4
G7,1675,help_click,S4
G7,1676,help_click,S4
G7,1677,help_click,S4
G7,1678,help_click,S4
G7,1679,help_click,S4
G7,1680,help_click,S4
G7,1681,help_click,S4
G7,1682,help_click,S4
G7,1683,help_click,S4
G7,1684,help_click,S4
G7,1685,help_click,S4
G7,1686,help_click,S4
G7,1687,help_click,S4
G7,1688,help_click,S4
G7,1689,help_click,S4
G7,1690,help_click,S4
G7,1691,help_click,S4
G7,1692,help_click,S4
G7,1693,help_click,S4
G7,1694,help_click,S4
G7,1695,help_click,S4
G7,1696,help_click,S4
G7,1697,help_click,S4
G7,1698,help_click,S4
G7,1699,help_click,S4
G7,1700,help_click,S4
G7,1701,help_click,S4
G7,1702,help_click,S4
G7,1703,help_click,S4
G7,1704,help_click,S4
G7,1705,help_click,S4
G7,1706,help_click,S4
G7,1707,help_click,S4
G7,1708,help_click,S4
G7,1709,help_click,S4
G7,1710,help_click,S4
G7,1711,help_click,S4
G7,1712,help_click,S4
G7,1713,help_click,S4
G7,1714,help_click,S4
G7,1715,help_click,S4
G7,1716,help_click,S4
G7,1717,help_click,S4
G7,1718,help_click,S4
G7,1719,help_click,S4
G7,1720,help_click,S4
G7,1721,help_click,S4
G7,1722,help_click,S4
G7,1723,help_click,S4
G7,1724,help_click,S4
G7,1725,help_click,S4
G7,1726,help_click,S4
G7,1727,help_click,S4
G7,1728,help_click,S4
G7,1729,help_click,S4
G7,1730,help_click,S4
G7,1731,help_click,S4
G7,1732,help_click,S4
G7,1733,help_click,S4
G7,1734,help_click,S4
G7,1735,help_click,S4
G7,1736,help_click,S4
G7,1737,help_click,S4
G7,1738,help_click,S4
G7,1739,help_click,S4
G7,1740,help_click,S4
G7,1741,help_click,S4
G7,1742,help_click,S4
G7,1743,help_click,S4
G7,1744,help_click,S4
G7,1745,help_click,S4
G7,1746,help_click,S4
G7,1747,help_click,S4
G7,1748,help_click,S4
G7,1749,help_click,S4
G7,1750,help_click,S4
G7,1751,help_click,S4
G7,1752,help_click,S4
G7,1753,help_click,S4
G7,1754,help_click,S4
G7,1755,help_click,S4
G7,1756,help_click,S4
G7,1757,help_click,S4
G7,1758,help_click,S4
G7,1759,help_click,S4
G7,1760,help_click,S4
G7,1761,help_click,S4
G7,1762,help_click,S4
G7,1763,help_click,S4
G7,1764,help_click,S4
G7,1765,help_click,S4
G7,1766,submit,S4
G7,1767,navigate,S5
G7,1768,help_click,S5
G7,1769,help_click,S5
G7,1770,help_click,S5
G7,1771,help_click,S5
G7,1772,help_click,S5
G7,1773,help_click,S5
G7,1774,help_click,S5
G7,1775,help_click,S5
G7,1776,help_click,S5
G7,1777,help_click,S5
G7,1778,help_click,S5
G7,1779,help_click,S5
G7,1780,help_click,S5
G7,1781,help_click,S5
G7,1782,help_click,S5
G7,1783,help_click,S5
G7,1784,help_click,S5
G7,1785,help_click,S5
G7,1786,help_click,S5
G7,1787,help_click,S5
G7,1788,help_click,S5
G7,1789,help_click,S5
G7,1790,help_click,S5
G7,1791,help_click,S5
G7,1792,help_click,S5
G7,1793,help_click,S5
G7,1794,help_click,S5
G7,1795,help_click,S5
G7,1796,help_click,S5
G7,1797,help_click,S5
G7,1798,help_click,S5
G7,1799,help_click,S5
G7,1800,help_click,S5
G7,1801,help_click,S5
G7,1802,help_click,S5
G7,1803,help_click,S5
G7,1804,help_click,S5
G7,1805,help_click,S5
G7,1806,help_click,S5
G7,1807,help_click,S5
G7,1808,help_click,S5
G7,1809,help_click,S5
G7,1810,help_click,S5
G7,1811,help_click,S5
G7,1812,help_click,S5
G7,1813,help_click,S5
G7,1814,help_click,S5
G7,1815,help_click,S5
G7,1816,help_click,S5
G7,1817,help_click,S5
G7,1818,help_click,S5
G7,1819,help_click,S5
G7,1820,help_click,S5
G7,1821,help_click,S5
G7,1822,help_click,S5
G7,1823,help_click,S5
G7,1824,help_click,S5
G7,1825,help_click,S5
G7,1826,help_click,S5
G7,1827,help_click,S5
G7,1828,help_click,S5
G7,1829,help_click,S5
G7,1830,help_click,S5
G7,1831,help_click,S5
G7,1832,help_click,S5
G7,1833,help_click,S5
G7,1834,help_click,S5
G7,1835,help_click,S5
G7,1836,help_click,S5
G7,1837,help_click,S5
G7,1838,help_click,S5
G7,1839,help_click,S5
G7,1840,help_click,S5
G7,1841,help_click,S5
G7,1842,help_click,S5
G7,1843,help_click,S5
G7,1844,help_click,S5
G7,1845,help_click,S5
G7,1846,help_click,S5
G7,1847,help_click,S5
G7,1848,help_click,S5
G7,1849,help_click,S5
G7,1850,help_click,S5
G7,1851,help_click,S5
G7,1852,help_click,S5
G7,1853,help_click,S5
G7,1854,help_click,S5
G7,1855,help_click,S5
G7,1856,help_click,S5
G7,1857,help_click,S5
G7,1858,help_click,S5
G7,1859,help_click,S5
G7,1860,help_click,S5
G7,1861,help_click,S5
G7,1862,help_click,S5
G7,1863,help_click,S5
G7,1864,help_click,S5
G7,1865,help_click,S5
G7,1866,help_click,S5
G7,1867,help_click,S5
G7,1868,help_click,S5
G7,1869,help_click,S5
G7,1870,help_click,S5
G7,1871,help_click,S5
G7,1872,help_click,S5
G7,1873,help_click,S5
G7,1874,help_click,S5
G7,1875,help_click,S5
G7,1876,help_click,S5
G7,1877,help_click,S5
G7,1878,help_click,S5
G7,1879,help_click,S5
G7,1880,help_click,S5
G7,1881,help_click,S5
G7,1882,help_click,S5
G7,1883,help_click,S5
G7,1884,help_click,S5
G7,1885,help_click,S5
G7,1886,help_click,S5
G7,1887,help_click,S5
G7,1888,help_click,S5
G7,1889,help_click,S5
G7,1890,help_click,S5
G7,1891,help_click,S5
G7,1892,help_click,S5
G7,1893,help_click,S5
G7,1894,help_click,S5
G7,1895,help_click,S5
G7,1896,help_click,S5
G7,1897,help_click,S5
G7,1898,help_click,S5
G7,1899,help_click,S5
G7,1900,help_click,S5
G7,1901,help_click,S5
G7,1902,help_click,S5
G7,1903,help_click,S5
G7,1904,help_click,S5
G7,1905,help_click,S5
G7,1906,help_click,S5
G7,1907,help_click,S5
G7,1908,help_click,S5
G7,1909,help_click,S5
G7,1910,help_click,S5
G7,1911,help_click,S5
G7,1912,help_click,S5
G7,1913,help_click,S5
G7,1914,help_click,S5
G7,1915,help_click,S5
G7,1916,help_click,S5
G7,1917,help_click,S5
G7,1918,help_click,S5
G7,1919,help_click,S5
G7,1920,help_click,S5
G7,1921,help_click,S5
G7,1922,help_click,S5
G7,1923,help_click,S5
G7,1924,help_click,S5
G7,1925,help_click,S5
G7,1926,help_click,S5
G7,1927,help_click,S5
G7,1928,help_click,S5
G7,1929,help_click,S5
G7,1930,help_click,S5
G7,1931,help_click,S5
G7,1932,help_click,S5
G7,1933,help_click,S5
G7,1934,help_click,S5
G7,1935,help_click,S5
G7,1936,help_click,S5
G7,1937,help_click,S5
G7,1938,help_click,S5
G7,1939,help_click,S5
G7,1940,help_click,S5
G7,1941,help_click,S5
G7,1942,help_click,S5
G7,1943,help_click,S5
G7,1944,help_click,S5
G7,1945,help_click,S5
G7,1946,help_click,S5
G7,1947,help_click,S5
G7,1948,help_click,S5
G7,1949,help_click,S5
G7,1950,help_click,S5
G7,1951,help_click,S5
G7,1952,help_click,S5
G7,1953,help_click,S5
G7,1954,help_click,S5
G7,1955,help_click,S5
G7,1956,help_click,S5
G7,1957,help_click,S5
G7,1958,help_click,S5
G7,1959,help_click,S5
G7,1960,help_click,S5
G7,1961,help_click,S5
G7,1962,help_click,S5
G7,1963,help_click,S5
G7,1964,help_click,S5
G7,1965,help_click,S5
G7,1966,help_click,S5
G7,1967,help_click,S5
G7,1968,help_click,S5
G7,1969,help_click,S5
G7,1970,help_click,S5
G7,1971,help_click,S5
G7,1972,help_click,S5
G7,1973,help_click,S5
G7,1974,help_click,S5
G7,1975,help_click,S5
G7,1976,help_click,S5
G7,1977,help_click,S5
G7,1978,help_click,S5
G7,1979,help_click,S5
G7,1980,help_click,S5
G7,1981,help_click,S5
G7,1982,help_click,S5
G7,1983,help_click,S5
G7,1984,help_click,S5
G7,1985,help_click,S5
G7,1986,help_click,S5
G7,1987,help_click,S5
G7,1988,help_click,S5
G7,1989,help_click,S5
G7,1990,help_click,S5
G7,1991,help_click,S5
G7,1992,help_click,S5
G7,1993,help_click,S5
G7,1994,help_click,S5
G7,1995,help_click,S5
G7,1996,help_click,S5
G7,1997,help_click,S5
G7,1998,help_click,S5
G7,1999,help_click,S5
G7,2000,help_click,S5
G7,2001,help_click,S5
G7,2002,help_click,S5
G7,2003,help_click,S5
G7,2004,help_click,S5
G7,2005,help_click,S5
G7,2006,help_click,S5
G7,2007,help_click,S5
G7,2008,help_click,S5
G7,2009,help_click,S5
G7,2010,help_click,S5
G7,2011,help_click,S5
G7,2012,help_click,S5
G7,2013,help_click,S5
G7,2014,help_click,S5
G7,2015,help_click,S5
G7,2016,help_click,S5
G7,2017,help_click,S5
G7,2018,help_click,S5
G7,2019,help_click,S5
G7,2020,help_click,S5
G7,2021,help_click,S5
G7,2022,help_click,S5
G7,2023,help_click,S5
G7,2024,help_click,S5
G7,2025,help_click,S5
G7,2026,help_click,S5
G7,2027,help_click,S5
G7,2028,help_click,S5
G7,2029,help_click,S5
G7,2030,help_click,S5
G7,2031,help_click,S5
G7,2032,help_click,S5
G7,2033,help_click,S5
G7,2034,help_click,S5
G7,2035,help_click,S5
G7,2036,help_click,S5
G7,2037,help_click,S5
G7,2038,help_click,S5
G7,2039,help_click,S5
G7,2040,help_click,S5
G7,2041,help_click,S5
G7,2042,help_click,S5
G7,2043,help_click,S5
G7,2044,help_click,S5
G7,2045,help_click,S5
G7,2046,help_click,S5
G7,2047,help_click,S5
G7,2048,help_click,S5
G7,2049,help_click,S5
G7,2050,help_click,S5
G7,2051,help_click,S5
G7,2052,help_click,S5
G7,2053,help_click,S5
G7,2054,help_click,S5
G7,2055,help_click,S5
G7,2056,help_click,S5
G7,2057,help_click,S5
G7,2058,help_click,S5
G7,2059,help_click,S5
G7,2060,help_click,S5
G7,2061,help_click,S5
G7,2062,help_click,S5
G7,2063,help_click,S5
G7,2064,help_click,S5
G7,2065,help_click,S5
G7,2066,help_click,S5
G7,2067,help_click,S5
G7,2068,help_click,S5
G7,2069,help_click,S5
G7,2070,help_click,S5
G7,2071,help_click,S5
G7,2072,help_click,S5
G7,2073,help_click,S5
G7,2074,help_click,S5
G7,2075,help_click,S5
G7,2076,help_click,S5
G7,2077,help_click,S5
G7,2078,help_click,S5
G7,2079,help_click,S5
G7,2080,help_click,S5
G7,2081,help_click,S5
G7,2082,help_click,S5
G7,2083,help_click,S5
G7,2084,help_click,S5
G7,2085,help_click,S5
G7,2086,help_click,S5
G7,2087,help_click,S5
G7,2088,help_click,S5
G7,2089,help_click,S5
G7,2090,help_click,S5
G7,2091,help_click,S5
G7,2092,help_click,S5
G7,2093,help_click,S5
G7,2094,submit,S5
G7,2095,navigate,S6
G7,2096,help_click,S6
G7,2097,help_click,S6
G7,2098,help_click,S6
G7,2099,help_click,S6
G7,2100,help_click,S6
G7,2101,help_click,S6
G7,2102,help_click,S6
G7,2103,help_click,S6
G7,2104,help_click,S6
G7,2105,help_click,S6
G7,2106,help_click,S6
G7,2107,help_click,S6
G7,2108,help_click,S6
G7,2109,help_click,S6
G7,2110,help_click,S6
G7,2111,help_click,S6
G7,2112,help_click,S6
G7,2113,help_click,S6
G7,2114,help_click,S6
G7,2115,help_click,S6
G7,2116,help_click,S6
G7,2117,help_click,S6
G7,2118,help_click,S6
G7,2119,help_click,S6
G7,2120,help_click,S6
G7,2121,help_click,S6
G7,2122,help_click,S6
G7,2123,help_click,S6
G7,2124,help_click,S6
G7,2125,help_click,S6
G7,2126,help_click,S6
G7,2127,help_click,S6
G7,2128,help_click,S6
G7,2129,help_click,S6
G7,2130,help_click,S6
G7,2131,help_click,S6
G7,2132,help_click,S6
G7,2133,help_click,S6
G7,2134,help_click,S6
G7,2135,help_click,S6
G7,2136,help_click,S6
G7,2137,help_click,S6
G7,2138,help_click,S6
G7,2139,help_click,S6
G7,2140,help_click,S6
G7,2141,help_click,S6
G7,2142,help_click,S6
G7,2143,help_click,S6
G7,2144,help_click,S6
G7,2145,help_click,S6
G7,2146,help_click,S6
G7,2147,help_click,S6
G7,2148,help_click,S6
G7,2149,help_click,S6
G7,2150,help_click,S6
G7,2151,help_click,S6
G7,2152,help_click,S6
G7,2153,help_click,S6
G7,2154,help_click,S6
G7,2155,help_click,S6
G7,2156,help_click,S6
G7,2157,help_click,S6
G7,2158,help_click,S6
G7,2159,help_click,S6
G7,2160,help_click,S6
G7,2161,help_click,S6
G7,2162,help_click,S6
G7,2163,help_click,S6
G7,2164,help_click,S6
G7,2165,help_click,S6
G7,2166,help_click,S6
G7,2167,help_click,S6
G7,2168,help_click,S6
G7,2169,help_click,S6
G7,2170,help_click,S6
G7,2171,help_click,S6
G7,2172,help_click,S6
G7,2173,help_click,S6
G7,2174,help_click,S6
G7,2175,help_click,S6
G7,2176,help_click,S6
G7,2177,help_click,S6
G7,2178,help_click,S6
G7,2179,help_click,S6
G7,2180,help_click,S6
G7,2181,help_click,S6
G7,2182,help_click,S6
G7,2183,help_click,S6
G7,2184,help_click,S6
G7,2185,help_click,S6
G7,2186,help_click,S6
G7,2187,help_click,S6
G7,2188,help_click,S6
G7,2189,help_click,S6
G7,2190,help_click,S6
G7,2191,help_click,S6
G7,2192,help_click,S6
G7,2193,help_click,S6
G7,2194,help_click,S6
G7,2195,help_click,S6
G7,2196,help_click,S6
G7,2197,help_click,S6
G7,2198,help_click,S6
G7,2199,help_click,S6
G7,2200,help_click,S6
G7,2201,help_click,S6
G7,2202,help_click,S6
G7,2203,help_click,S6
G7,2204,help_click,S6
G7,2205,help_click,S6
G7,2206,help_click,S6
G7,2207,help_click,S6
G7,2208,help_click,S6
G7,2209,help_click,S6
G7,2210,help_click,S6
G7,2211,help_click,S6
G7,2212,help_click,S6
G7,2213,help_click,S6
G7,2214,help_click,S6
G7,2215,help_click,S6
G7,2216,help_click,S6
G7,2217,help_click,S6
G7,2218,help_click,S6
G7,2219,help_click,S6
G7,2220,help_click,S6
G7,2221,help_click,S6
G7,2222,help_click,S6
G7,2223,help_click,S6
G7,2224,help_click,S6
G7,2225,help_click,S6
G7,2226,help_click,S6
G7,2227,help_click,S6
G7,2228,help_click,S6
G7,2229,help_click,S6
G7,2230,help_click,S6
G7,2231,help_click,S6
G7,2232,help_click,S6
G7,2233,help_click,S6
G7,2234,help_click,S6
G7,2235,help_click,S6
G7,2236,help_click,S6
G7,2237,help_click,S6
G7,2238,help_click,S6
G7,2239,help_click,S6
G7,2240,help_click,S6
G7,2241,help_click,S6
G7,2242,help_click,S6
G7,2243,help_click,S6
G7,2244,help_click,S6
G7,2245,help_click,S6
G7,2246,help_click,S6
G7,2247,help_click,S6
G7,2248,help_click,S6
G7,2249,help_click,S6
G7,2250,help_click,S6
G7,2251,help_click,S6
G7,2252,help_click,S6
G7,2253,help_click,S6
G7,2254,help_click,S6
G7,2255,help_click,S6
G7,2256,help_click,S6
G7,2257,help_click,S6
G7,2258,help_click,S6
G7,2259,help_click,S6
G7,2260,help_click,S6
G7,2261,help_click,S6
G7,2262,help_click,S6
G7,2263,help_click,S6
G7,2264,help_click,S6
G7,2265,help_click,S6
G7,2266,help_click,S6
G7,2267,help_click,S6
G7,2268,help_click,S6
G7,2269,help_click,S6
G7,2270,help_click,S6
G7,2271,help_click,S6
G7,2272,help_click,S6
G7,2273,help_click,S6
G7,2274,help_click,S6
G7,2275,help_click,S6
G7,2276,help_click,S6
G7,2277,help_click,S6
G7,2278,help_click,S6
G7,2279,help_click,S6
G7,2280,help_click,S6
G7,2281,help_click,S6
G7,2282,help_click,S6
G7,2283,help_click,S6
G7,2284,help_click,S6
G7,2285,help_click,S6
G7,2286,help_click,S6
G7,2287,help_click,S6
G7,2288,help_click,S6
G7,2289,help_click,S6
G7,2290,help_click,S6
G7,2291,help_click,S6
G7,2292,help_click,S6
G7,2293,help_click,S6
G7,2294,help_click,S6
G7,2295,help_click,S6
G7,2296,help_click,S6
G7,2297,help_click,S6
G7,2298,help_click,S6
G7,2299,help_click,S6
G7,2300,help_click,S6
G7,2301,help_click,S6
G7,2302,help_click,S6
G7,2303,help_click,S6
G7,2304,help_click,S6
G7,2305,help_click,S6
G7,2306,help_click,S6
G7,2307,help_click,S6
G7,2308,help_click,S6
G7,2309,help_click,S6
G7,2310,help_click,S6
G7,2311,help_click,S6
G7,2312,help_click,S6
G7,2313,help_click,S6
G7,2314,help_click,S6
G7,2315,help_click,S6
G7,2316,help_click,S6
G7,2317,help_click,S6
G7,2318,help_click,S6
G7,2319,help_click,S6
G7,2320,help_click,S6
G7,2321,help_click,S6
G7,2322,help_click,S6
G7,2323,help_click,S6
G7,2324,help_click,S6
G7,2325,help_click,S6
G7,2326,help_click,S6
G7,2327,help_click,S6
G7,2328,help_click,S6
G7,2329,help_click,S6
G7,2330,help_click,S6
G7,2331,help_click,S6
G7,2332,help_click,S6
G7,2333,help_click,S6
G7,2334,help_click,S6
G7,2335,help_click,S6
G7,2336,help_click,S6
G7,2337,help_click,S6
G7,2338,help_click,S6
G7,2339,help_click,S6
G7,2340,help_click,S6
G7,2341,help_click,S6
G7,2342,help_click,S6
G7,2343,help_click,S6
G7,2344,help_click,S6
G7,2345,help_click,S6
G7,2346,help_click,S6
G7,2347,help_click,S6
G7,2348,help_click,S6
G7,2349,help_click,S6
G7,2350,help_click,S6
G7,2351,help_click,S6
G7,2352,help_click,S6
G7,2353,help_click,S6
G7,2354,help_click,S6
G7,2355,help_click,S6
G7,2356,help_click,S6
G7,2357,help_click,S6
G7,2358,help_click,S6
G7,2359,help_click,S6
G7,2360,help_click,S6
G7,2361,help_click,S6
G7,2362,help_click,S6
G7,2363,help_click,S6
G7,2364,help_click,S6
G7,2365,help_click,S6
G7,2366,help_click,S6
G7,2367,help_click,S6
G7,2368,help_click,S6
G7,2369,help_click,S6
G7,2370,help_click,S6
G7,2371,help_click,S6
G7,2372,help_click,S6
G7,2373,help_click,S6
G7,2374,help_click,S6
G7,2375,help_click,S6
G7,2376,help_click,S6
G7,2377,help_click,S6
G7,2378,help_click,S6
G7,2379,help_click,S6
G7,2380,help_click,S6
G7,2381,help_click,S6
G7,2382,help_click,S6
G7,2383,help_click,S6
G7,2384,help_click,S6
G7,2385,help_click,S6
G7,2386,help_click,S6
G7,2387,help_click,S6
G7,2388,help_click,S6
G7,2389,help_click,S6
G7,2390,help_click,S6
G7,2391,help_click,S6
G7,2392,help_click,S6
G7,2393,help_click,S6
G7,2394,help_click,S6
G7,2395,help_click,S6
G7,2396,help_click,S6
G7,2397,help_click,S6
G7,2398,help_click,S6
G7,2399,help_click,S6
G7,2400,help_click,S6
G7,2401,help_click,S6
G7,2402,help_click,S6
G7,2403,help_click,S6
G7,2404,help_click,S6
G7,2405,help_click,S6
G7,2406,help_click,S6
G7,2407,help_click,S6
G7,2408,help_click,S6
G7,2409,help_click,S6
G7,2410,help_click,S6
G7,2411,help_click,S6
G7,2412,help_click,S6
G7,2413,help_click,S6
G7,2414,help_click,S6
G7,2415,help_click,S6
G7,2416,help_click,S6
G7,2417,help_click,S6
G7,2418,help_click,S6
G7,2419,help_click,S6
G7,2420,help_click,S6
G7,2421,help_click,S6
G7,2422,submit,S6
G8,0,navigate,S0
G8,1,help_click,S0
G8,2,agent_probe,S0
G8,3,submit,S0
G8,4,navigate,S1
G8,5,help_click,S1
G8,6,agent_scaffold,S1
G8,7,submit,S1
G8,8,navigate,S2
G8,9,submit,S2
G8,10,navigate,S3
G8,11,submit,S3
G8,12,navigate,S4
G8,13,submit,S4
G8,14,navigate,S5
G8,15,submit,S5
G8,16,navigate,S6
G8,17,submit,S6
G8,18,agent_probe,S5
G8,19,agent_scaffold,S5
G8,20,agent_scaffold,S5
G8,21,agent_scaffold,S5
G8,22,agent_scaffold,S5
G8,23,agent_scaffold,S5
G8,24,agent_scaffold,S5
G8,25,agent_scaffold,S5
G8,26,agent_scaffold,S5
G8,27,agent_scaffold,S5
G9,0,navigate,S0
G9,1,help_click,S0
G9,2,agent_probe,S0
G9,3,submit,S0
G9,4,navigate,S1
G9,5,help_click,S1
G9,6,agent_scaffold,S1
G9,7,submit,S1
G9,8,navigate,S2
G9,9,submit,S2
G9,10,navigate,S3
G9,11,submit,S3
G9,12,navigate,S4
G9,13,submit,S4
G9,14,navigate,S5
G9,15,submit,S5
G9,16,navigate,S6
G9,17,submit,S6
G9,18,agent_probe,S5
G9,19,agent_probe,S5
G9,20,agent_probe,S5
G9,21,agent_probe,S5
G9,22,agent_probe,S5
G9,23,agent_scaffold,S5
G9,24,agent_scaffold,S5
G9,25,agent_scaffold,S5
G9,26,agent_scaffold,S5
G9,27,agent_scaffold,S5
G9,28,agent_scaffold,S5
G9,29,agent_scaffold,S5
G9,30,agent_scaffold,S5
G9,31,agent_scaffold,S5
G9,32,agent_scaffold,S5
G9,33,agent_scaffold,S5
G9,34,agent_scaffold,S5
G9,35,agent_scaffold,S5
G9,36,agent_scaffold,S5
G9,37,agent_scaffold,S5
G10,0,navigate,S0
G10,1,help_click,S0
G10,2,agent_probe,S0
G10,3,help_click,S0
G10,4,agent_scaffold,S0
G10,5,submit,S0
G10,6,navigate,S1
G10,7,help_click,S1
G10,8,agent_scaffold,S1
G10,9,help_click,S1
G10,10,agent_scaffold,S1
G10,11,submit,S1
G10,12,navigate,S2
G10,13,help_click,S2
G10,14,agent_probe,S2
G10,15,help_click,S2
G10,16,agent_scaffold,S2
G10,17,submit,S2
G10,18,navigate,S3
G10,19,help_click,S3
G10,20,agent_scaffold,S3
G10,21,submit,S3
G10,22,navigate,S4
G10,23,help_click,S4
G10,24,agent_scaffold,S4
G10,25,submit,S4
G10,26,navigate,S5
G10,27,help_click,S5
G10,28,agent_probe,S5
G10,29,submit,S5
G10,30,navigate,S6
G10,31,help_click,S6
G10,32,agent_scaffold,S6
G10,33,submit,S6
G10,34,agent_probe,S5
G10,35,agent_scaffold,S5
G10,36,agent_scaffold,S5
G10,37,agent_scaffold,S5
G10,38,agent_scaffold,S5
